route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
514-1316,514,"Tivoli - Booval Fair",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/514,71BF5B,000000
515-1316,515,"Brassall - Yamanto & Willowbank",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/515,71BF5B,000000
522-1316,522,"Orion Springfield Central - Goodna",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/522,71BF5B,000000
524-1316,524,"Redbank Plains - Goodna Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/524,71BF5B,000000
525-1316,525,"Collingwood Park - Redbank Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/525,71BF5B,000000
526-1316,526,"Redbank Station - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/526,71BF5B,000000
529-1316,529,"Toogoolawah - Ipswich",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/529,71BF5B,000000
531-1316,531,"Springfield - Yamanto via Ripley Valley",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/531,71BF5B,000000
534-1299,534,"Browns Plains - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/534,71BF5B,000000
534-1380,534,"Browns Plains - Orion Springfield Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/534,71BF5B,000000
535-1380,535,"Flagstone - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/535,71BF5B,000000
539-179,539,"Helidon - Rosewood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/539,71BF5B,000000
540-1299,540,"Beaudesert - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/540,71BF5B,000000
540-1380,540,"Beaudesert - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/540,71BF5B,000000
541-1299,541,"Greenbank - Browns Plains via Boronia Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/541,71BF5B,000000
541-1380,541,"Greenbank - Browns Plains via Boronia Heights",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/541,71BF5B,000000
542-1299,542,"Browns Plains - Park Ridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/542,71BF5B,000000
542-1380,542,"Browns Plains - Park Ridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/542,71BF5B,000000
543-1299,543,"Browns Plains - Heritage Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/543,71BF5B,000000
543-1380,543,"Browns Plains - Heritage Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/543,71BF5B,000000
545-1299,545,"Browns Plains - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/545,71BF5B,000000
545-1380,545,"Browns Plains - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/545,71BF5B,000000
547-1299,547,"Browns Plains - Woodridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/547,71BF5B,000000
547-1380,547,"Browns Plains - Woodridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/547,71BF5B,000000
550-1271,550,"Springwood - Browns Plains",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/550,71BF5B,000000
551-1271,551,"Brisbane City - Crestmead",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/551,71BF5B,000000
552-1271,552,"Kingston - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/552,71BF5B,000000
553-1271,553,"Trinder Park - Beenleigh",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/553,71BF5B,000000
554-1271,554,"Garden City - Logan Central",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/554,71BF5B,000000
555-1271,555,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/555,71BF5B,000000
560-1271,560,"Browns Plains - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/560,71BF5B,000000
561-1271,561,"Brisbane City - Crestmead",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/561,71BF5B,000000
562-1271,562,"Hyperdome - Beenleigh",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/562,71BF5B,000000
563-1271,563,"Bethania Station - Logan Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/563,71BF5B,000000
564-1271,564,"Loganholme - Bethania (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/564,71BF5B,000000
565-1271,565,"Hyperdome - Windaroo",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/565,71BF5B,000000
566-1271,566,"Brisbane City - Windaroo",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/566,71BF5B,000000
567-1271,567,"Beenleigh station - Holmview loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/567,71BF5B,000000
568-1271,568,"Loganholme - Bethania (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/568,71BF5B,000000
570-1271,570,"Hyperdome - Cornubia (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/570,71BF5B,000000
571-1271,571,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/571,71BF5B,000000
572-1271,572,"Springwood - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/572,71BF5B,000000
573-1271,573,"Brisbane City - Hyperdome",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/573,71BF5B,000000
574-1271,574,"Hyperdome - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/574,71BF5B,000000
575-1271,575,"Brisbane City - Hyperdome via Daisy Hill",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/575,71BF5B,000000
576-1271,576,"Garden City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/576,71BF5B,000000
577-1271,577,"Brisbane City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/577,71BF5B,000000
578-1271,578,"Springwood - Garden City",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/578,71BF5B,000000
579-1271,579,"Brisbane City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/579,71BF5B,000000
582-1271,582,"Slacks Creek Park 'n' Ride - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/582,71BF5B,000000
586-1271,586,"Garden City - Springwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/586,71BF5B,000000
590-1354,590,"Garden City - Toombul via Carindale",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/590,71BF5B,000000
598-1354,598,"Great Circle Line Anti-Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/598,71BF5B,000000
599-1354,599,"Great Circle Line Clockwise",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/599,71BF5B,000000
600-1182,600,"Caloundra - Maroochydore via Mooloolaba, Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/600,71BF5B,000000
602-1182,602,"Caloundra - Maroochydore via Mountain Creek",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/602,71BF5B,000000
603-1182,603,"Little Mountain - Caloundra",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/603,71BF5B,000000
605-1182,605,"Caloundra - Landsborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/605,71BF5B,000000
606-1182,606,"Baringa - Caloundra",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/606,71BF5B,000000
607-1182,607,"Caloundra - University via SCUH and Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/607,71BF5B,000000
609-1182,609,"Pelican Waters - Caloundra",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/609,71BF5B,000000
610-1182,610,"Nambour - Maroochydore via Kunda Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/610,71BF5B,000000
611-1182,611,"Maroochydore - SCUH via Mooloolaba and Kawana",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/611,71BF5B,000000
612-1182,612,"Nambour - Maroochydore via Bli Bli",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/612,71BF5B,000000
614-1182,614,"Kawana - Maroochydore via Mountain Creek",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/614,71BF5B,000000
615-1182,615,"Maroochydore - Landsborough via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/615,71BF5B,000000
616-1182,616,"Maroochydore - University via Alexandra Headland",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/616,71BF5B,000000
617-1182,617,"Maroochydore - Sippy Downs via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/617,71BF5B,000000
618-1182,618,"Sippy Downs - Kawana via University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/618,71BF5B,000000
619-1182,619,"Kawana - Maroochydore via Alexandra Headland",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/619,71BF5B,000000
620-1182,620,"Noosa Heads - Maroochydore via Peregian Beach",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/620,71BF5B,000000
622-1182,622,"Maroochydore - Noosa Junction via Airport, Coolum",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/622,71BF5B,000000
626-1182,626,"Tewantin - Sunrise Beach via Noosa Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/626,71BF5B,000000
627-1182,627,"Tewantin - Sunshine Beach via Noosa Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/627,71BF5B,000000
628-1182,628,"Parklands - Noosa Junction via Noosa Civic",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/628,71BF5B,000000
629-1182,629,"Tewantin - Noosa Junction via Noosa Civic",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/629,71BF5B,000000
630-1182,630,"Noosa - Nambour via Eumundi",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/630,71BF5B,000000
631-1182,631,"Noosa - Nambour via Cooroy and Eumundi",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/631,71BF5B,000000
632-1182,632,"Noosa - Cooran via Cooroy and Pomona",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/632,71BF5B,000000
636-1182,636,"Nambour - University via Buderim",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/636,71BF5B,000000
637-1182,637,"Nambour local loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/637,71BF5B,000000
638-1182,638,"Nambour - Palmwoods loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/638,71BF5B,000000
640-1327,640,"Bribie Island - Caboolture",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/640,71BF5B,000000
641-1327,641,"Banksia Beach - Bongaree",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/641,71BF5B,000000
642-1327,642,"Bellara - Bongaree",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/642,71BF5B,000000
643-1327,643,"Bribie Island - Caboolture",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/643,71BF5B,000000
644-1327,644,"Sandstone Point - Bribie Island Park 'n' Ride",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/644,71BF5B,000000
649-1392,649,"Caboolture Station - Nambour Station (Rail Bus)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/649,71BF5B,000000
651-1391,651,"North West Caboolture - Morayfield Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/651,71BF5B,000000
652-1391,652,"Caboolture Station - Beachmere (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/652,71BF5B,000000
653-1391,653,"Caboolture Station - Morayfield Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/653,71BF5B,000000
654-1391,654,"Morayfield Station - Caboolture Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/654,71BF5B,000000
655-1391,655,"Caboolture Station - Hospital-TAFE-USC (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/655,71BF5B,000000
656-1391,656,"Morayfield Station - Upper Caboolture (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/656,71BF5B,000000
657-1391,657,"Caboolture Station - Caboolture North (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/657,71BF5B,000000
660-1392,660,"Caboolture Station - Redcliffe via Kippa-Ring",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/660,71BF5B,000000
662-1392,662,"Moreton Downs - Rothwell Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/662,71BF5B,000000
663-1392,663,"Narangba Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/663,71BF5B,000000
664-1392,664,"Burpengary Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/664,71BF5B,000000
665-1392,665,"Deception Bay - Rothwell Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/665,71BF5B,000000
667-1392,667,"Morayfield Local Service (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/667,71BF5B,000000
668-1392,668,"Narangba Station - North Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/668,71BF5B,000000
669-1330,669,"Warner - Strathpine Shopping Centre via Lawnton",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/669,71BF5B,000000
670-1330,670,"Strathpine Shopping Centre - Warner",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/670,71BF5B,000000
671-1330,671,"Strathpine Shopping Centre - Warner via Bray Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/671,71BF5B,000000
672-1330,672,"Strathpine Shopping Centre - Warner Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/672,71BF5B,000000
673-1330,673,"Joyner - Strathpine Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/673,71BF5B,000000
674-1330,674,"Warner - Strathpine Shopping Centre",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/674,71BF5B,000000
676-1330,676,"Murrumba Downs - North Lakes via Kalangur Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/676,71BF5B,000000
679-1330,679,"Murrumba Downs - North Lakes via Griffin",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/679,71BF5B,000000
680-1388,680,"Redcliffe - Chermside via North Lakes and Petrie",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/680,71BF5B,000000
681-1388,681,"North Lakes - Mango Hill (Morning Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/681,71BF5B,000000
682-1388,682,"North Lakes - Mango Hill (Afternoon Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/682,71BF5B,000000
683-1388,683,"Dakabin - Kallangur Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/683,71BF5B,000000
684-1388,684,"North Lakes - Kallangur East",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/684,71BF5B,000000
685-1388,685,"North Lakes - Kallangur West",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/685,71BF5B,000000
686-1388,686,"French's Forest - Petrie Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/686,71BF5B,000000
687-1388,687,"North Lakes - Mango Hill Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/687,71BF5B,000000
688-1388,688,"North Lakes (Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/688,71BF5B,000000
689-1388,689,"North Lakes (Anti-Clockwise Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/689,71BF5B,000000
690-1388,690,"Kippa-Ring - Sandgate via Redcliffe",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/690,71BF5B,000000
691-1388,691,"Redcliffe - Sandgate Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/691,71BF5B,000000
694-1388,694,"Kippa-Ring - Redcliffe via Woody Point",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/694,71BF5B,000000
696-1388,696,"Kippa-Ring - Kippa Ring Loop",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/696,71BF5B,000000
698-1388,698,"Redcliffe - Kippa-Ring via Scarborough",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/698,71BF5B,000000
699-1388,699,"Redcliffe - Kippa Ring Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/699,71BF5B,000000
700-1353,700,"Tweed Heads - Broadbeach via Burleigh Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/700,71BF5B,000000
704-1353,704,"Sea World - Helensvale via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/704,71BF5B,000000
705-1353,705,"Broadbeach - Seaworld & Main Beach via Surfers",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/705,71BF5B,000000
710-1353,710,"Uni-Hospital - Helensvale via Parkwood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/710,71BF5B,000000
711-1353,711,"Sanctuary Cove - Southport via Runaway Bay",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/711,71BF5B,000000
712-1353,712,"Southport - Coombabah via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/712,71BF5B,000000
713-1353,713,"Paradise Point - Southport via Harbour Town",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/713,71BF5B,000000
714-1353,714,"Uni-Hospital - Helensvale via Pacific Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/714,71BF5B,000000
715-1353,715,"Southport - Helensvale via Arundel, Pacific Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/715,71BF5B,000000
716-1353,716,"Studio Village - Helensvale Station (Loop)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/716,71BF5B,000000
717-1353,717,"Pacific Pines - Helensvale Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/717,71BF5B,000000
718-1353,718,"Santa Barbara - Helensvale via Oyster Cove",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/718,71BF5B,000000
719-1353,719,"Paradise Point - Southport via Uni-Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/719,71BF5B,000000
721-1353,721,"Coomera - Ormeau via Coomera Springs, Pimpama",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/721,71BF5B,000000
722-1353,722,"Coomera - Ormeau via Coomera Rivers, Pimpama",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/722,71BF5B,000000
723-1353,723,"Coomera - Helensvale via Oxenford",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/723,71BF5B,000000
725-1353,725,"Coomera - Helensvale via Upper Coomera",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/725,71BF5B,000000
726-1353,726,"Coomera - Coomera Waters",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/726,71BF5B,000000
727-1353,727,"Coomera - Helensvale via Upper Coomera",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/727,71BF5B,000000
728-1353,728,"Beenleigh - Ormeau via Yatala, Jacobs Ridge",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/728,71BF5B,000000
729-1353,729,"Beenleigh - Ormeau via Yatala, Ormeau Hills",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/729,71BF5B,000000
731-1353,731,"Broadbeach - Southport via Isle Capri",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/731,71BF5B,000000
735-1353,735,"Southport - Nerang Station via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/735,71BF5B,000000
736-1353,736,"Broadbeach - Nerang via Highland Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/736,71BF5B,000000
737-1353,737,"Ashmore - Southport via Southport Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/737,71BF5B,000000
738-1353,738,"Broadbeach - Uni-Hospital via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/738,71BF5B,000000
739-1353,739,"Uni-Hospital - Nerang via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/739,71BF5B,000000
740-1353,740,"Surfers Paradise - Nerang via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/740,71BF5B,000000
741-1353,741,"Broadbeach - Southport via Ashmore, Keebra Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/741,71BF5B,000000
742-1353,742,"Molendinar - Southport via Ashmore",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/742,71BF5B,000000
743-1353,743,"Broadbeach - Nerang via Carrara",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/743,71BF5B,000000
744-1353,744,"Broadbeach - Nerang via Highland Park",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/744,71BF5B,000000
745-1353,745,"Broadbeach - Nerang Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/745,71BF5B,000000
746-1353,746,"Nerang West - Nerang Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/746,71BF5B,000000
747-1353,747,"Southport - Robina via Bundall",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/747,71BF5B,000000
748-1353,748,"Nerang - Robina via Gilston,Worongary, Mudgeeraba",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/748,71BF5B,000000
749-1353,749,"Clearwater - Nerang Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/749,71BF5B,000000
750-1353,750,"Robina - Broadbeach via Bond University",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/750,71BF5B,000000
751-1353,751,"Broadbeach - Robina via Mermaid Waters",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/751,71BF5B,000000
752-1353,752,"Broadbeach South station - Robina via Robina Wood",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/752,71BF5B,000000
753-1353,753,"Broadbeach - Burleigh Hds via Robina, Varsity Lks",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/753,71BF5B,000000
754-1353,754,"Broadbeach - Burleigh Heads via Mermaid Waters",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/754,71BF5B,000000
755-1353,755,"Broadbeach - Robina via Merrimac",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/755,71BF5B,000000
756-1353,756,"Broadbeach - West Burleigh via Miami",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/756,71BF5B,000000
757-1353,757,"Reedy Creek - Burleigh Heads via Varsity Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/757,71BF5B,000000
758-1353,758,"Merrimac - Robina via Mudgeeraba",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/758,71BF5B,000000
759-1353,759,"Robina - Reedy Creek via Varsity Lakes Station",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/759,71BF5B,000000
760-1353,760,"Tweed Heads - Robina via Airport, Varsity Lakes",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/760,71BF5B,000000
763-1353,763,"Lakewoods - The Pines via Elanora",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/763,71BF5B,000000
764-1353,764,"Burleigh Heads - Currumbin Park via The Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/764,71BF5B,000000
765-1353,765,"The Pines - Robina via Burleigh Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/765,71BF5B,000000
766-1353,766,"Currumbin Waters - The Pines",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/766,71BF5B,000000
767-1353,767,"Tugun - The Pines via Currumbin",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/767,71BF5B,000000
768-1353,768,"Tweed Heads - The Pines via John Flynn Hospital",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/768,71BF5B,000000
777-1353,777,"Airport - Broadbeach South via Burleigh Heads",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/777,71BF5B,000000
9999-1391,9999,"Toorbul - Donnybrook (Shopper Service)",,3,http://jp.translink.com.au/travel-information/network-information/buses/T/9999,71BF5B,000000
BDBR-1396,BDBR,"Airport line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-1397,BDBR,"Airport line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDBR-1411,BDBR,"Airport line - Brisbane City",,2,,FFC425,000000
BDBR-1414,BDBR,"Airport line - Brisbane City",,2,,FFC425,000000
BDBR-1415,BDBR,"Airport line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1396,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1397,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1398,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1400,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BDVL-1415,BDVL,"Airport line - Varsity Lakes line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BNBN-1411,BNBN,"Beenleigh line - Beenleigh line",,2,,E31837,FFFFFF
BNBN-1414,BNBN,"Beenleigh line - Beenleigh line",,2,,E31837,FFFFFF
BNBR-1396,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1397,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1398,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1400,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNBR-1415,BNBR,"Beenleigh line - Brisbane City",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1396,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1397,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1398,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1400,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNFG-1415,BNFG,"Beenleigh line - Ferny Grove line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/beenleigh-line,E31837,FFFFFF
BNVL-1411,BNVL,"Beenleigh line - Varsity Lakes line",,2,,FFC425,FFFFFF
BNVL-1414,BNVL,"Beenleigh line - Varsity Lakes line",,2,,FFC425,FFFFFF
BRBD-1396,BRBD,"Brisbane City - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1397,BRBD,"Brisbane City - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1398,BRBD,"Brisbane City - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1400,BRBD,"Brisbane City - Airport line",,2,http://jp.translink.com.au/travel-information/network-information/trains/T/airport-line,FFC425,000000
BRBD-1411,BRBD,"Brisbane City - Airport line",,2,,FFC425,000000
BRBD-1414,BRBD,"Brisbane City - Airport line",,2,,FFC425,000000
